Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2024-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Loures / Odivelas;38.821769,-9.176301;29945;22083;360
2024-10;Norte;Área dos CSP da ULS Alto Ave;41.426805082,-8.2945278754;59259;47265;897
2024-11;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;15042;7490;83
2024-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;35072;20700;278
2024-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;28936;18700;178
2024-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.232503,-8.715083;33643;21150;261
2024-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Oeste;39.411452329,-9.1394549604;29407;21596;207
2024-11;Norte;Área dos CSP da ULS Alto Ave;41.426805082,-8.2945278754;52761;42566;832
2024-11;Norte;Área dos CSP da ULS Santo António;41.160263,-8.681729;55758;62367;891
2024-11;Norte;Área dos CSP da ULS Barcelos / Esposende;41.533628173,-8.6240622256;28484;24784;560
2024-11;Norte;Área dos CSP da ULS Gaia / Espinho;41.127363348,-8.5796956622;56251;53723;987
2024-11;Norte;Área dos CSP da ULS Médio Ave;41.346844614,-8.482973945;35933;37123;683
2024-11;Norte;Área dos CSP da ULS Trás-os-Montes Alto Douro;41.2969,-7.74841;47820;32933;1045
2024-12;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;13043;6456;57
2024-12;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;12037;8180;25
2024-12;Centro;Área dos CSP da ULS Coimbra;40.21578,-8.41058;57649;58673;614
2024-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;26011;17500;138
2024-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Médio Tejo;39.605565,-8.404399;25457;17983;126
2024-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;32441;18142;216
2024-12;Norte;Área dos CSP da ULS Gaia / Espinho;41.127363348,-8.5796956622;49291;48101;748
2025-01;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.014,-7.8675;23395;16819;159
2025-01;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;16086;11477;39
2025-01;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.659169,-7.915314;55646;38790;705
2025-01;Centro;Área dos CSP da ULS Região de Leiria;39.7418,-8.79444;61459;52800;463
2025-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;31448;21973;273
2025-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.232503,-8.715083;34950;23240;330
2025-01;Norte;Área dos CSP da ULS Entre Douro e Vouga;;60885;55589;873
2025-01;Norte;Área dos CSP da ULS Trás-os-Montes Alto Douro;41.2969,-7.74841;50688;36998;930
2025-01;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;24456;29633;423
2025-02;Alentejo;Área dos CSP da ULS Alto Alentejo;39.3004940975133,-7.42635033349663;21441;14384;228
2025-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;29260;18212;218
2025-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Amadora / Sintra;38.75717,-9.23401;65692;43004;445
2025-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Médio Tejo;39.605565,-8.404399;27811;19320;154
2025-02;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;22658;26305;427
2025-02;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;46810;38598;835
2025-02;Norte;Área dos CSP da ULS Braga;41.629758698,-8.3591461276;50878;47544;860
2025-02;Norte;Área dos CSP da ULS Santo António;41.160263,-8.681729;54874;59379;914
2025-03;Alentejo;Área dos CSP da ULS Alentejo Central;38.568838,-7.903064;34004;24660;392
2025-03;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;14349;7543;78
2025-03;Centro;Área dos CSP da ULS Baixo Mondego;40.130297609,-8.860696177;16844;18641;335
2025-03;Centro;Área dos CSP da ULS Castelo Branco;39.831269,-7.486884;21675;10427;94
2025-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.891077,-9.039536;26179;18048;142
2025-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Oeste;39.411452329,-9.1394549604;30657;21977;195
2025-03;Norte;Área dos CSP da ULS Barcelos / Esposende;41.533628173,-8.6240622256;26527;25198;517
2025-03;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;25900;30246;413
2025-03;Norte;Área dos CSP da ULS Entre Douro e Vouga;;57361;50657;788
2025-03;Norte;Área dos CSP da ULS Nordeste;41.806816,-6.759102;24066;11781;464
2025-03;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;21975;26545;374
2025-04;Centro;Área dos CSP da ULS Coimbra;40.21578,-8.41058;60718;59662;928
2025-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Loures / Odivelas;38.821769,-9.176301;23752;18279;335
2025-04;Lisboa e Vale do Tejo;Área dos CSP da ULS São José;38.7365023,-9.1313583;44811;31300;519
2025-04;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;20433;24336;407
2025-05;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;14871;7933;100
2025-05;Centro;Área dos CSP da ULS Região de Leiria;39.7418,-8.79444;57186;49002;572
2025-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.232503,-8.715083;33761;23246;347
2025-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Amadora / Sintra;38.75717,-9.23401;69898;47275;472
2025-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;30644;20380;225
2025-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Oeste;39.411452329,-9.1394549604;31051;23039;220
2025-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Lisboa Ocidental;38.698818794,-9.3815130504;55249;49477;729
2025-05;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;49845;42121;854
2025-05;Norte;Área dos CSP da ULS São João;41.169696,-8.612651;54199;60470;859
2025-05;Norte;Área dos CSP da ULS Trás-os-Montes Alto Douro;41.2969,-7.74841;49848;36649;1043
2025-06;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.659169,-7.915314;43279;31815;612
2025-06;Centro;Área dos CSP da ULS Região de Leiria;39.7418,-8.79444;49843;44957;439
2025-06;Centro;Área dos CSP da ULS Região de Aveiro;40.6418,-8.65166;44504;39490;681
2025-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Médio Tejo;39.605565,-8.404399;24982;18212;89
2025-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;27112;17963;207
2025-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;32518;20216;215
2025-07;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.009362882,-7.8559468083;21201;15659;147
2025-07;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;16061;8135;99
2025-07;Alentejo;Área dos CSP da ULS Alto Alentejo;39.3004940975133,-7.42635033349663;20759;14920;196
2025-07;Centro;Área dos CSP da ULS Região de Aveiro;40.6418,-8.65166;53348;45955;841
2025-07;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.659169,-7.915314;49993;37112;660
2025-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Oeste;39.411452329,-9.1394549604;31931;22718;188
2025-07;Norte;Área dos CSP da ULS São João;41.169696,-8.612651;53721;60717;767
2025-07;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;22923;29305;394
2025-08;Alentejo;Área dos CSP da ULS Alto Alentejo;39.3004940975133,-7.42635033349663;16697;12603;107
2025-08;Centro;Área dos CSP da ULS Região de Aveiro;40.6418,-8.65166;40835;37081;598
2025-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Lisboa Ocidental;38.698818794,-9.3815130504;41899;41135;480
2025-08;Norte;Área dos CSP da ULS São João;41.169696,-8.612651;42050;49688;591
2025-09;Alentejo;Área dos CSP da ULS Alentejo Central;38.568838,-7.903064;31902;24228;279
2025-09;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.009362882,-7.8559468083;20078;15533;166
2025-09;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.039936,-8.731693;14302;7915;92
2025-09;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.659169,-7.915314;46899;36508;730
2025-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;34844;22387;240
2025-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Loures / Odivelas;38.821769,-9.176301;25879;19809;291
2025-09;Norte;Área dos CSP da ULS São João;41.169696,-8.612651;52741;61839;876
2025-09;Norte;Área dos CSP da ULS Alto Ave;41.426805082,-8.2945278754;51440;45816;706
2025-09;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;45751;41857;637
2025-09;Norte;Área dos CSP da ULS Santo António;41.160263,-8.681729;55221;65441;897
2025-10;Alentejo;Área dos CSP da ULS Alentejo Central;38.568838,-7.903064;34999;26835;466
2025-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Lisboa Ocidental;38.698818794,-9.3815130504;59245;57787;746
2025-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;31258;22373;249
2025-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Loures / Odivelas;38.821769,-9.176301;28880;21291;352
2025-10;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;49949;43650;911
2025-10;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;29283;34762;582
2025-10;Norte;Área dos CSP da ULS Tâmega e Sousa;41.206266147,-8.2725028602;86588;86228;1268
2025-10;Norte;Área dos CSP da ULS Alto Ave;41.426805082,-8.2945278754;56427;48080;871
2025-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Loures / Odivelas;38.821769,-9.176301;24383;17855;259
2025-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Santa Maria;38.739567,-9.168651;40790;25674;263
2025-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Lisboa Ocidental;38.698818794,-9.3815130504;53281;50584;665
2025-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6527214050293,-9.05825614929199;29065;20049;212
2025-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Amadora / Sintra;38.752326416,-9.274985919;60725;44183;446
2025-11;Norte;Área dos CSP da ULS Barcelos / Esposende;41.533628173,-8.6240622256;27931;24564;472
2025-11;Norte;Área dos CSP da ULS Alto Ave;41.426805082,-8.2945278754;53095;43646;800
2025-11;Norte;Área dos CSP da ULS São João;41.169696,-8.612651;50878;56741;751
2025-12;Alentejo;Área dos CSP da ULS Alentejo Central;38.568838,-7.903064;29811;21688;304
2025-12;Centro;Área dos CSP da ULS Região de Leiria;39.7418,-8.79444;45461;43726;395
2025-12;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;10031;11751;59
2025-12;Lisboa e Vale do Tejo;Área dos CSP da ULS São José;38.7365023,-9.1313583;39238;31158;415
2025-12;Norte;Área dos CSP da ULS Entre Douro e Vouga;40.926349,-8.548039;45934;46951;738
2025-12;Norte;Área dos CSP da ULS Médio Ave;41.346844614,-8.482973945;28961;34862;557
2026-01;Alentejo;Área dos CSP da ULS Alto Alentejo;39.3004940975133,-7.42635033349663;23133;15442;181
2026-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Santa Maria;38.739567,-9.168651;43470;27106;363
2026-01;Norte;Área dos CSP da ULS Médio Ave;41.346844614,-8.482973945;36130;41027;685
2026-01;Norte;Área dos CSP da ULS Santo António;41.160263,-8.681729;56151;66521;989
2026-02;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.009362882,-7.8559468083;18815;14129;137
2026-02;Centro;Área dos CSP da ULS Cova da Beira;40.279552,-7.501801;11494;11541;35
2026-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Amadora / Sintra;38.752326416,-9.274985919;58372;43326;483
2026-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Santa Maria;38.739567,-9.168651;39471;24128;306
2026-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;34300;20401;271
2026-02;Norte;Área dos CSP da ULS Matosinhos;41.1807,-8.66314;24891;28624;373
2026-02;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355472362,-8.7448970377;20862;26065;428
2026-02;Norte;Área dos CSP da ULS Nordeste;41.806816,-6.759102;24251;11873;540
2026-03;Centro;Área dos CSP da ULS Coimbra;40.21578,-8.41058;69999;69334;999
2026-03;Centro;Área dos CSP da ULS Guarda;40.5314,-7.27322;28444;15528;455
2026-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.531,-8.8874;41174;24363;319
2026-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Lisboa Ocidental;38.698818794,-9.3815130504;60084;54670;708
2026-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.232503,-8.715083;35292;22894;317
2026-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6276044797217,-9.11368350111247;50144;41301;492
2026-03;Norte;Área dos CSP da ULS Braga;41.629758698,-8.3591461276;51835;53061;933
2026-03;Norte;Área dos CSP da ULS Alto Minho;41.696866,-8.832522;48023;41920;915
2015-01;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;27332;13691;368
2015-01;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;39936;20023;453
2015-01;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;26793;9738;138
2015-01;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;26037;15450;227
2015-01;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;33176;9140;295
2015-01;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;62131;23365;740
2015-01;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;17063;5909;183
2015-01;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;28060;14237;428
2015-01;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;35281;13193;555
2015-01;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;27396;8919;334
2015-01;Região não Especificada;Desconhecido | Nacional;;404;172;
2015-01;Região não Especificada;Desconhecido | Nacional;;151;78;
2015-02;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;27228;12318;364
2015-02;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;35893;16571;408
2015-02;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10866;3877;83
2015-02;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;53838;24852;533
2015-02;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;24339;13355;195
2015-02;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;15074;4754;24
2015-02;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;36111;10944;252
2015-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;60059;17807;676
2015-02;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;33555;6608;466
2015-02;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;57142;19448;698
2015-02;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18494;10149;294
2015-02;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19816;8380;368
2015-02;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;21402;10183;290
2015-02;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;35251;15308;436
2015-03;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;25499;5924;107
2015-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;36371;14038;304
2015-03;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;41222;9915;259
2015-03;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;54631;12763;380
2015-03;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;48018;12231;456
2015-03;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26606;12409;342
2015-03;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;34402;12194;493
2015-03;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;32341;14279;340
2015-03;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;17664;6464;213
2015-03;Região não Especificada;Desconhecido | Nacional;;511;;
2015-04;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;25772;12912;444
2015-04;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44068;15270;179
2015-04;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;24765;9476;207
2015-04;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26736;11438;379
2015-04;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16483;6092;156
2015-04;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;20488;10744;235
2015-05;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;13991;5748;91
2015-05;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;24186;11992;282
2015-05;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;24411;9303;198
2015-05;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;42100;14017;149
2015-05;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;47993;15120;492
2015-05;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12178;4622;26
2015-05;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;37823;9082;263
2015-05;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;49663;11864;325
2015-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;32157;12183;257
2015-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;35310;9181;203
2015-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;25242;5387;127
2015-05;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;36257;17486;446
2015-06;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;49711;15876;526
2015-06;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44115;15270;167
2015-06;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21309;14365;177
2015-06;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;24723;5678;103
2015-06;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;30537;8298;268
2015-06;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;35702;9497;249
2015-06;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;32792;16863;371
2015-06;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;51465;22742;621
2015-06;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;22766;11444;309
2015-06;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;24378;8289;310
2015-06;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;34987;14493;359
2015-07;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;24654;13524;336
2015-07;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;25014;12796;290
2015-07;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;72771;29137;449
2015-07;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;33905;9462;179
2015-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;33337;13256;236
2015-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;55939;19128;514
2015-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35024;14279;301
2015-07;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23031;8271;283
2015-07;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;53018;23428;594
2015-07;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;55670;21328;610
2015-07;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;22819;8436;285
2015-07;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;25331;12197;350
2015-08;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;27566;9746;212
2015-08;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;59737;25872;393
2015-08;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;9973;4369;13
2015-08;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;19034;8074;149
2015-08;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;41479;11048;224
2015-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;28770;12765;246
2015-08;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;16270;7605;228
2015-08;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;20724;11396;278
2015-08;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;18020;7909;130
2015-08;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;43513;21252;456
2015-08;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;25226;14623;325
2015-08;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;20458;10396;284
2015-08;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;16175;9049;180
2015-08;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;28247;10443;171
2015-08;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;24679;12507;151
2015-08;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;43820;18761;411
2015-08;Região não Especificada;Desconhecido | Nacional;;701;;
2015-08;Região não Especificada;Desconhecido | Nacional;;306;158;
2015-08;Região não Especificada;Desconhecido | Nacional;;114;77;
2015-09;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;32832;11218;302
2015-09;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;36983;10117;194
2015-09;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;49413;13258;298
2015-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;35227;10313;178
2015-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;32475;14175;285
2015-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;34825;7810;185
2015-09;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;32730;13365;305
2015-09;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;23996;9193;321
2015-09;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24300;12643;292
2015-09;Região não Especificada;Desconhecido | Nacional;;130;76;
2015-10;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;36358;19988;346
2015-10;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;26068;8765;136
2015-10;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;14587;7156;17
2015-10;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;13015;5375;44
2015-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;36302;15043;275
2015-10;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;34421;9416;362
2015-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;39437;11024;224
2015-10;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;28129;6219;104
2015-10;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;55076;14479;415
2015-10;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;32070;16236;392
2015-10;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;36187;13486;331
2015-10;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;28559;13344;418
2015-10;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16359;7289;195
2015-10;Região não Especificada;Desconhecido | Nacional;;783;;
2015-10;Região não Especificada;Desconhecido | Nacional;;156;83;
2015-11;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;25154;12687;254
2015-11;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;38840;11496;284
2015-11;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;22676;15079;176
2015-11;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;55688;29915;403
2015-11;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11902;4720;47
2015-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;36238;13436;283
2015-11;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;36411;12345;258
2015-11;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;27330;14295;337
2015-11;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;25834;13253;333
2015-11;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;25224;8650;361
2015-11;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;34621;11917;323
2015-12;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;45758;17119;548
2015-12;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;9429;4608;21
2015-12;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4429;2858;5
2015-12;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;46171;11120;262
2015-12;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;22554;5317;54
2015-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;31039;13373;313
